,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
8245,None,291.01,0.0,0.0,68,Clouds,broken clouds,8/7/2013 0:00,696,very low
3411,None,268.68,0.0,0.0,20,Haze,haze,2/7/2013 16:00,6497,very high
1567,None,273.92,0.0,0.0,16,Clouds,few clouds,11/30/2012 0:00,591,very low
28118,None,275.97,0.0,0.0,1,Mist,mist,11/16/2016 1:00,338,very low
42765,None,275.55,0.0,0.0,90,Snow,light snow,3/30/2018 16:00,6137,very high
20081,None,265.37,0.0,0.0,1,Snow,light snow,12/18/2015 15:00,6057,very high
5229,None,276.15,0.0,0.0,90,Clouds,overcast clouds,4/18/2013 11:00,4620,high
45426,None,308.87,0.0,0.0,40,Clouds,scattered clouds,6/29/2018 18:00,4798,high
38674,None,278.72,0.0,0.0,90,Drizzle,light intensity drizzle,11/5/2017 1:00,629,very low
41723,None,268.95,0.0,0.0,90,Clouds,overcast clouds,2/22/2018 13:00,5174,high
27640,None,281.372,0.0,0.0,12,Clouds,few clouds,10/28/2016 0:00,697,very low
2569,None,260.19,0.0,0.0,1,Clear,sky is clear,1/1/2013 10:00,1747,low
29105,None,254.917,0.0,0.0,0,Clear,Sky is Clear,12/13/2016 18:00,4165,medium
15644,None,302.27,0.0,0.0,75,Clouds,broken clouds,7/20/2014 15:00,4337,medium
27768,None,277.54,0.0,0.0,90,Mist,mist,11/2/2016 8:00,5276,high
18615,None,290.83,0.0,0.0,1,Clear,sky is clear,9/27/2015 0:00,1351,very low
39849,None,268.22,0.0,0.0,90,Fog,fog,12/17/2017 9:00,3246,medium
21189,None,264.27,0.0,0.0,1,Clear,sky is clear,2/9/2016 15:00,5841,very high
21372,None,276.86,0.0,0.0,90,Haze,haze,2/18/2016 16:00,6788,very high
29828,None,254.69,0.0,0.0,1,Clear,sky is clear,1/6/2017 23:00,1488,low
29384,None,274.28,0.0,0.0,90,Snow,light snow,12/23/2016 13:00,4665,high
41005,None,279.15,0.0,0.0,75,Clouds,broken clouds,1/26/2018 17:00,5829,very high
34248,None,286.78,0.0,0.0,1,Clear,sky is clear,6/4/2017 6:00,1258,very low
7371,None,288.49,0.0,0.0,40,Clouds,scattered clouds,7/2/2013 4:00,806,very low
652,None,278.07,0.0,0.0,90,Rain,heavy intensity rain,10/26/2012 6:00,5426,high
40416,None,268.68,0.0,0.0,75,Clouds,broken clouds,1/7/2018 12:00,4070,medium
44157,None,289.58,0.0,0.0,1,Clear,sky is clear,5/17/2018 3:00,364,very low
1313,None,282.96,0.0,0.0,75,Clouds,broken clouds,11/19/2012 22:00,1539,low
27750,None,289.29,0.0,0.0,1,Clear,sky is clear,11/1/2016 14:00,4743,high
1009,None,278.71,0.0,0.0,90,Clouds,overcast clouds,11/8/2012 11:00,5071,high
1062,None,283.0,0.0,0.0,1,Clear,sky is clear,11/10/2012 16:00,4520,high
7890,None,295.29,0.0,0.0,0,Clear,Sky is Clear,7/23/2013 21:00,2903,low
37423,None,298.3,0.0,0.0,90,Rain,light rain,9/24/2017 20:00,3182,medium
7691,None,294.52,0.0,0.0,20,Clouds,few clouds,7/15/2013 0:00,807,very low
7694,None,293.99,0.0,0.0,56,Clouds,broken clouds,7/15/2013 3:00,354,very low
20588,None,252.72,0.0,0.0,1,Clear,sky is clear,1/12/2016 23:00,1049,very low
27459,None,271.73,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 7:00,6296,very high
17592,None,286.81,0.0,0.0,1,Clear,sky is clear,8/20/2015 23:00,1407,very low
2512,None,264.32,0.0,0.0,90,Clouds,overcast clouds,12/30/2012 6:00,651,very low
41560,None,264.29,0.0,0.0,1,Clear,sky is clear,2/16/2018 23:00,1725,low
25089,None,306.37,0.0,0.0,0,Clear,Sky is Clear,7/20/2016 15:00,5073,high
45774,None,296.37,0.0,0.0,40,Thunderstorm,proximity thunderstorm,7/12/2018 20:00,2727,low
24226,None,290.94,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 8:00,5667,high
44567,None,292.43,0.0,0.0,40,Mist,mist,5/31/2018 9:00,5313,high
25489,None,300.82,0.0,0.0,32,Rain,light rain,8/4/2016 15:00,5670,high
7034,None,293.65,12.19,0.0,88,Thunderstorm,proximity thunderstorm,6/16/2013 16:00,4271,medium
23188,None,283.85,1.52,0.0,90,Drizzle,drizzle,5/10/2016 3:00,300,very low
37050,None,298.72,0.0,0.0,75,Clouds,broken clouds,9/10/2017 17:00,3877,medium
21620,None,274.48,0.0,0.0,90,Snow,light snow,3/5/2016 1:00,710,very low
43170,None,275.87,0.0,0.0,1,Clear,sky is clear,4/13/2018 4:00,846,very low
29573,None,274.4,0.0,0.0,90,Snow,light snow,12/28/2016 19:00,3278,medium
41790,None,255.38,0.0,0.0,1,Haze,haze,2/24/2018 6:00,1119,very low
42525,None,275.51,0.0,0.0,75,Clouds,broken clouds,3/21/2018 16:00,6790,very high
4470,None,262.16,0.0,0.0,1,Clear,sky is clear,3/23/2013 3:00,436,very low
609,None,285.8,0.0,0.0,90,Rain,moderate rain,10/25/2012 15:00,5888,very high
3490,None,271.04,0.0,0.0,90,Haze,haze,2/11/2013 1:00,252,very low
16297,None,295.18,7.97,0.0,90,Rain,heavy intensity rain,7/6/2015 2:00,319,very low
43873,None,288.55,0.0,0.0,40,Clouds,scattered clouds,5/7/2018 2:00,244,very low
22451,None,291.3,0.0,0.0,40,Clouds,scattered clouds,4/14/2016 11:00,5267,high
3705,None,262.21,0.0,0.0,75,Clouds,broken clouds,2/18/2013 8:00,4718,high
26956,None,286.63,0.0,0.0,0,Clear,Sky is Clear,9/28/2016 20:00,2534,low
40551,None,260.46,0.0,0.0,90,Snow,snow,1/11/2018 13:00,3293,medium
8399,None,292.92,0.0,0.0,76,Clouds,broken clouds,8/13/2013 21:00,2825,low
17550,None,288.81,0.0,0.0,90,Drizzle,drizzle,8/19/2015 11:00,4802,high
14951,None,300.22,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/6/2014 18:00,4986,high
45785,None,296.06,0.0,0.0,90,Mist,mist,7/13/2018 1:00,439,very low
9641,None,276.39,0.0,0.0,90,Clouds,overcast clouds,10/24/2013 23:00,1400,very low
34836,None,288.89,0.0,0.0,40,Clouds,scattered clouds,6/25/2017 22:00,2042,low
15610,None,292.06,0.0,0.0,20,Clouds,few clouds,7/19/2014 5:00,940,very low
14124,None,288.62,0.25,0.0,90,Haze,haze,5/8/2014 11:00,4979,high
3098,None,250.63,0.0,0.0,42,Clouds,scattered clouds,1/22/2013 2:00,185,very low
38869,None,274.58,0.0,0.0,40,Clouds,scattered clouds,11/12/2017 15:00,4490,high
43779,None,291.796,0.0,0.0,0,Clear,Sky is Clear,5/3/2018 9:00,5289,high
36483,None,297.86,0.0,0.0,75,Clouds,broken clouds,8/21/2017 12:00,4648,high
45415,None,297.08,0.0,0.0,1,Clear,sky is clear,6/29/2018 7:00,6051,very high
8379,None,291.37,0.0,0.0,36,Clouds,scattered clouds,8/13/2013 1:00,392,very low
27108,None,286.4,2.73,0.0,92,Rain,moderate rain,10/5/2016 3:00,316,very low
7086,None,297.95,0.0,0.0,36,Rain,light rain,6/18/2013 16:00,6910,very high
7005,None,296.48,0.0,0.0,44,Clouds,scattered clouds,6/15/2013 14:00,4715,high
621,None,283.79,0.0,0.0,90,Mist,mist,10/25/2012 19:00,3500,medium
97,None,278.91,0.0,0.0,90,Clouds,overcast clouds,10/6/2012 17:00,4779,high
45910,None,295.35,0.0,0.0,40,Clouds,scattered clouds,7/16/2018 23:00,1096,very low
20987,None,271.72,0.0,0.0,90,Snow,heavy snow,2/2/2016 14:00,3798,medium
19849,None,275.89,0.0,0.0,90,Fog,fog,12/6/2015 11:00,4084,medium
8620,None,292.71,0.0,0.0,0,Clear,Sky is Clear,8/23/2013 22:00,2633,low
20187,None,269.5,0.0,0.0,90,Clouds,overcast clouds,12/25/2015 2:00,311,very low
22558,None,281.85,0.0,0.0,90,Drizzle,drizzle,4/19/2016 3:00,315,very low
30802,None,264.47,0.0,0.0,1,Clear,sky is clear,2/6/2017 6:00,5626,high
38246,None,290.36,0.0,0.0,5,Clear,sky is clear,10/22/2017 16:00,4786,high
34335,None,300.69,0.0,0.0,90,Rain,light rain,6/7/2017 20:00,3076,medium
27337,None,292.089,0.0,0.0,8,Clear,sky is clear,10/14/2016 19:00,3577,medium
610,None,285.29,0.0,0.0,90,Rain,light rain,10/25/2012 16:00,6473,very high
21908,None,271.22,0.0,0.0,90,Snow,light snow,3/19/2016 1:00,669,very low
15277,None,295.99,0.3,0.0,1,Mist,mist,7/6/2014 9:00,2253,low
12433,None,259.77,0.0,0.0,20,Clouds,few clouds,2/22/2014 10:00,2775,low
45335,None,290.95,0.0,0.0,90,Rain,heavy intensity rain,6/26/2018 6:00,5381,high
34290,None,292.09,0.0,0.0,1,Clear,sky is clear,6/6/2017 0:00,686,very low
22461,None,290.45,0.0,0.0,1,Clear,sky is clear,4/14/2016 22:00,2424,low
34641,None,294.49,0.0,0.0,40,Clouds,scattered clouds,6/18/2017 17:00,4175,medium
20313,None,268.97,0.0,0.0,90,Clouds,overcast clouds,12/30/2015 16:00,6091,very high
19766,None,274.08,0.0,0.0,90,Mist,mist,12/1/2015 4:00,990,very low
17553,None,288.79,0.3,0.0,90,Mist,mist,8/19/2015 12:00,5204,high
8376,None,292.88,0.0,0.0,68,Clouds,broken clouds,8/12/2013 22:00,1711,low
25220,None,292.99,0.0,0.0,1,Clear,sky is clear,7/25/2016 1:00,491,very low
13035,None,274.76,0.48,0.0,90,Rain,light rain,3/19/2014 15:00,5623,high
2555,None,266.18,0.0,0.0,40,Clouds,scattered clouds,12/31/2012 20:00,2888,low
3488,None,271.6,0.0,0.0,90,Mist,mist,2/10/2013 22:00,1021,very low
9522,None,285.18,0.0,0.0,92,Rain,light rain,10/17/2013 16:00,6659,very high
33823,None,281.44,0.0,0.0,90,Clouds,overcast clouds,5/20/2017 7:00,2113,low
12753,None,270.02,0.0,0.0,90,Clouds,overcast clouds,3/7/2014 20:00,2838,low
25312,None,292.15,0.0,0.0,90,Mist,mist,7/28/2016 10:00,4066,medium
554,None,285.55,0.0,0.0,90,Drizzle,light intensity drizzle,10/24/2012 8:00,5607,high
6972,None,287.51,0.0,0.0,0,Clear,Sky is Clear,6/14/2013 5:00,2634,low
34259,None,304.15,0.0,0.0,1,Clear,sky is clear,6/4/2017 17:00,4536,high
28139,None,284.72,0.0,0.0,1,Clear,sky is clear,11/16/2016 19:00,3057,medium
14005,None,278.52,1.13,0.0,90,Rain,moderate rain,4/29/2014 2:00,255,very low
35531,None,296.02,0.0,0.0,40,Haze,haze,7/20/2017 22:00,2339,low
3472,None,269.74,0.0,0.0,90,Clouds,overcast clouds,2/10/2013 5:00,456,very low
29698,None,272.71,0.0,0.0,90,Snow,light snow,1/2/2017 16:00,3563,medium
32145,None,280.35,0.0,0.0,5,Clear,sky is clear,3/27/2017 21:00,2270,low
30677,None,272.01,0.0,0.0,90,Clouds,overcast clouds,2/1/2017 1:00,375,very low
1140,None,270.6,0.0,0.0,90,Clouds,overcast clouds,11/12/2012 16:00,5187,high
41455,None,259.15,0.0,0.0,75,Clouds,broken clouds,2/12/2018 19:00,3034,medium
32331,None,281.65,0.0,0.0,90,Fog,fog,4/3/2017 10:00,3937,medium
8429,None,293.64,0.0,0.0,40,Clouds,scattered clouds,8/15/2013 10:00,4983,high
31838,None,272.68,0.0,0.0,90,Clouds,overcast clouds,3/18/2017 4:00,432,very low
30827,None,270.9,0.0,0.0,90,Haze,haze,2/7/2017 5:00,2834,low
16125,None,293.25,1.27,0.0,75,Thunderstorm,proximity thunderstorm,6/29/2015 20:00,2527,low
3542,None,271.94,0.0,0.0,90,Mist,mist,2/11/2013 23:00,958,very low
10260,None,265.74,0.0,0.0,64,Mist,mist,12/1/2013 9:00,2646,low
35220,None,293.48,0.0,0.0,1,Clear,sky is clear,7/10/2017 2:00,257,very low
17043,None,294.4,0.0,0.0,1,Clear,sky is clear,8/2/2015 5:00,480,very low
9224,None,286.63,0.0,0.0,92,Rain,light rain,10/3/2013 2:00,273,very low
6568,None,295.2,0.0,0.0,90,Rain,heavy intensity rain,5/31/2013 18:00,5015,high
34562,None,301.89,0.0,0.0,40,Clouds,scattered clouds,6/15/2017 18:00,4542,high
34940,None,291.55,0.0,0.0,90,Rain,moderate rain,6/29/2017 9:00,4784,high
3196,None,267.41,0.0,0.0,90,Clouds,overcast clouds,1/27/2013 17:00,2347,low
43068,None,267.55,0.0,0.0,75,Snow,light snow,4/9/2018 7:00,6110,very high
3328,None,257.01,0.0,0.0,93,Clouds,overcast clouds,2/3/2013 15:00,4148,medium
4173,None,266.09,0.0,0.0,1,Mist,mist,3/9/2013 8:00,2903,low
26694,None,292.16,0.0,0.0,1,Clear,sky is clear,9/17/2016 19:00,3592,medium
22622,None,285.94,0.0,0.0,90,Drizzle,light intensity drizzle,4/20/2016 23:00,2910,low
16118,None,299.54,0.0,0.0,1,Rain,light rain,6/29/2015 16:00,6495,very high
17355,None,296.71,0.0,0.0,1,Clear,sky is clear,8/13/2015 23:00,1292,very low
27577,None,280.025,0.0,0.0,48,Clouds,scattered clouds,10/25/2016 9:00,4881,high
24219,None,290.8,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 1:00,432,very low
5934,None,278.06,0.0,0.0,40,Clouds,scattered clouds,5/11/2013 3:00,304,very low
32913,None,275.09,0.0,0.0,1,Mist,mist,4/21/2017 3:00,382,very low
19708,None,264.15,0.0,0.0,1,Clear,sky is clear,11/27/2015 22:00,2406,low
7473,None,300.83,0.0,0.0,32,Clouds,scattered clouds,7/6/2013 12:00,3902,medium
8016,None,284.02,0.0,0.0,76,Clouds,broken clouds,7/29/2013 5:00,2833,low
1385,None,288.46,0.0,0.0,75,Clouds,broken clouds,11/22/2012 15:00,3068,medium
47339,None,291.59,0.25,0.0,75,Mist,mist,9/3/2018 4:00,325,very low
4808,None,278.83,0.0,0.0,1,Clear,sky is clear,4/5/2013 20:00,2870,low
21103,None,274.41,0.0,0.0,90,Clouds,overcast clouds,2/6/2016 18:00,4434,high
38773,None,276.89,0.0,0.0,1,Clear,sky is clear,11/8/2017 17:00,6090,very high
42488,None,272.29,0.0,0.0,90,Mist,mist,3/20/2018 15:00,5690,high
37546,None,294.35,0.0,0.0,75,Clouds,broken clouds,9/28/2017 18:00,4857,high
26517,None,286.48,0.0,0.0,1,Clear,sky is clear,9/10/2016 23:00,2358,low
27623,None,274.788,0.0,0.0,20,Clouds,few clouds,10/27/2016 7:00,6170,very high
38289,None,278.5,0.0,0.0,40,Clouds,scattered clouds,10/24/2017 11:00,4765,high
16763,None,290.6,0.0,0.0,1,Clear,sky is clear,7/22/2015 6:00,5728,high
18343,None,294.86,2.22,0.0,90,Mist,mist,9/17/2015 11:00,4647,high
40692,None,257.86,0.0,0.0,75,Snow,light snow,1/15/2018 17:00,4437,high
37841,None,285.94,0.0,0.0,90,Rain,light rain,10/7/2017 11:00,4585,high
47384,None,294.28,0.25,0.0,90,Drizzle,light intensity drizzle,9/4/2018 5:00,2863,low
46922,None,291.61,0.0,0.0,1,Clear,sky is clear,8/22/2018 10:00,4583,high
43729,None,293.51,0.0,0.0,90,Clouds,overcast clouds,5/1/2018 17:00,6410,very high
30014,None,252.23,0.0,0.0,75,Clouds,broken clouds,1/13/2017 10:00,4272,medium
40531,None,270.28,0.0,0.0,90,Drizzle,light intensity drizzle,1/11/2018 4:00,855,very low
807,None,270.15,0.0,0.0,1,Clear,sky is clear,11/1/2012 2:00,324,very low
44311,None,289.08,0.0,0.0,40,Mist,mist,5/23/2018 6:00,5979,very high
15022,None,294.6,0.25,0.0,0,Rain,light rain,6/8/2014 17:00,4678,high
28818,None,275.28,0.0,0.0,90,Mist,mist,12/4/2016 15:00,4502,high
37554,None,284.42,0.0,0.0,1,Clear,sky is clear,9/29/2017 2:00,310,very low
6907,None,286.43,0.25,0.0,12,Rain,light rain,6/12/2013 5:00,2751,low
19173,None,281.43,0.0,0.0,90,Rain,moderate rain,10/28/2015 0:00,507,very low
14979,None,285.93,1.66,0.0,90,Rain,moderate rain,6/7/2014 11:00,4991,high
5356,None,270.37,0.0,0.0,0,Clear,sky is clear,4/21/2013 1:00,887,very low
27507,None,282.42900000000003,0.0,0.0,0,Clear,Sky is Clear,10/22/2016 11:00,3981,medium
43589,None,279.22,0.0,0.0,1,Clear,sky is clear,4/26/2018 1:00,358,very low
24551,None,298.81,0.0,0.0,40,Clouds,scattered clouds,6/29/2016 18:00,4308,medium
24489,None,291.66,0.0,0.0,1,Clear,sky is clear,6/27/2016 4:00,821,very low
31353,None,275.02,0.0,0.0,90,Clouds,overcast clouds,2/27/2017 23:00,1173,very low
40291,None,257.86,0.0,0.0,75,Clouds,broken clouds,1/2/2018 12:00,4448,high
35471,None,288.02,0.0,0.0,1,Fog,fog,7/19/2017 6:00,5944,very high
16583,None,294.32,0.0,0.0,1,Clear,sky is clear,7/16/2015 1:00,467,very low
3707,None,266.65,0.0,0.0,40,Clouds,scattered clouds,2/18/2013 10:00,3974,medium
36576,None,289.79,0.0,0.0,90,Clouds,overcast clouds,8/25/2017 0:00,794,very low
14171,None,282.68,0.0,0.0,90,Clouds,overcast clouds,5/9/2014 12:00,5315,high
20355,None,269.43,0.0,0.0,1,Clear,sky is clear,1/1/2016 12:00,3206,medium
29942,None,260.09,0.0,0.0,1,Clear,sky is clear,1/10/2017 19:00,2597,low
30744,None,265.08,0.0,0.0,5,Clear,sky is clear,2/3/2017 20:00,3316,medium
13849,None,286.23,0.0,0.0,40,Clouds,scattered clouds,4/22/2014 14:00,5229,high
36449,None,291.15,0.0,0.0,1,Mist,mist,8/20/2017 4:00,401,very low
38786,None,266.01,0.0,0.0,90,Snow,light snow,11/9/2017 7:00,6530,very high
10070,None,259.39,0.0,0.0,1,Clear,sky is clear,11/23/2013 3:00,377,very low
39156,None,265.55,0.0,0.0,1,Clear,sky is clear,11/22/2017 0:00,633,very low
23600,None,299.04,0.0,0.0,75,Haze,haze,5/24/2016 19:00,3456,medium
11248,None,249.16,0.0,0.0,40,Snow,light snow,1/5/2014 17:00,2621,low
14403,None,291.58,0.0,0.0,75,Clouds,broken clouds,5/17/2014 19:00,3699,medium
2945,None,257.77,0.0,0.0,1,Clear,sky is clear,1/15/2013 5:00,2432,low
36852,None,299.22,0.0,0.0,1,Clear,sky is clear,9/2/2017 18:00,4017,medium
22656,None,289.288,0.0,0.0,36,Rain,light rain,4/21/2016 16:00,6864,very high
12943,None,270.73,0.0,0.0,75,Clouds,broken clouds,3/15/2014 19:00,3647,medium
17591,None,287.56,0.0,0.0,1,Clear,sky is clear,8/20/2015 22:00,2298,low
6441,None,286.79,0.0,0.0,90,Clouds,overcast clouds,5/27/2013 11:00,2745,low
3478,None,271.14,0.0,0.0,90,Haze,haze,2/10/2013 11:00,2177,low
36057,None,298.01,0.0,0.0,1,Clear,sky is clear,8/8/2017 12:00,4902,high
13078,None,275.2,0.0,0.0,75,Clouds,broken clouds,3/21/2014 10:00,4578,high
45274,None,290.62,0.0,0.0,1,Fog,fog,6/24/2018 7:00,1499,low
34513,None,299.68,0.0,0.0,90,Rain,moderate rain,6/14/2017 0:00,704,very low
17960,None,295.15,0.0,0.0,1,Mist,mist,9/4/2015 8:00,5720,high
32700,None,286.71,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4/15/2017 3:00,409,very low
41101,None,267.58,0.0,0.0,1,Clear,sky is clear,1/30/2018 16:00,6838,very high
19264,None,280.86,0.0,0.0,90,Mist,mist,10/31/2015 11:00,5488,high
27438,None,279.525,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 5:00,3235,medium
35346,None,288.82,0.0,0.0,1,Clear,sky is clear,7/15/2017 1:00,901,very low
42381,None,276.15,0.0,0.0,75,Clouds,broken clouds,3/16/2018 15:00,5999,very high
4274,None,270.28,0.0,0.0,90,Snow,heavy snow,3/13/2013 13:00,5188,high
15369,None,290.06,0.0,0.0,0,Clear,Sky is Clear,7/10/2014 3:00,453,very low
47653,None,294.56,0.0,0.0,1,Clear,sky is clear,9/13/2018 10:00,4584,high
40721,None,255.93,0.0,0.0,5,Clear,sky is clear,1/16/2018 20:00,2574,low
35840,None,292.44,0.0,0.0,1,Clear,sky is clear,8/1/2017 3:00,385,very low
31154,None,286.832,0.0,0.0,88,Clouds,overcast clouds,2/20/2017 9:00,4356,medium
35938,None,285.61,0.0,0.0,75,Clouds,broken clouds,8/4/2017 7:00,6175,very high
40627,None,259.14,0.0,0.0,90,Mist,mist,1/14/2018 11:00,3771,medium
10583,None,258.96,0.0,0.0,64,Clouds,broken clouds,12/10/2013 19:00,3326,medium
34595,None,291.15,0.0,0.0,1,Clear,sky is clear,6/17/2017 2:00,667,very low
11895,None,255.93,0.0,0.0,0,Clear,sky is clear,1/31/2014 0:00,644,very low
23568,None,296.19,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5/23/2016 18:00,4828,high
10654,None,261.14,0.0,0.0,90,Snow,light snow,12/13/2013 21:00,2957,medium
7401,None,297.79,0.0,0.0,1,Clear,sky is clear,7/3/2013 11:00,5123,high
9512,None,276.71,0.0,0.0,0,Clear,Sky is Clear,10/17/2013 0:00,604,very low
41073,None,260.41,0.0,0.0,5,Clear,sky is clear,1/29/2018 12:00,4725,high
17180,None,293.43,0.25,0.0,90,Mist,mist,8/7/2015 7:00,5926,very high
13150,None,267.72,0.25,0.0,90,Rain,light rain,3/24/2014 10:00,3901,medium
26905,None,291.2,0.0,0.0,36,Clouds,scattered clouds,9/26/2016 17:00,5439,high
8420,None,286.76,0.0,0.0,0,Clear,Sky is Clear,8/14/2013 23:00,1283,very low
26222,None,288.92,0.0,0.0,1,Clear,sky is clear,8/31/2016 22:00,1112,very low
32929,None,289.4,0.0,0.0,40,Clouds,scattered clouds,4/21/2017 16:00,6493,very high
1081,None,280.26,0.0,0.0,90,Thunderstorm,proximity thunderstorm,11/11/2012 3:00,331,very low
18116,None,291.73,0.0,0.0,90,Rain,light rain,9/9/2015 20:00,3183,medium
38089,None,290.41,0.0,0.0,1,Clear,sky is clear,10/16/2017 15:00,5746,high
2427,None,261.69,0.0,0.0,1,Clear,sky is clear,12/27/2012 18:00,3629,medium
4596,None,267.57,0.0,0.0,1,Clear,sky is clear,3/28/2013 8:00,5963,very high
24322,None,292.59,0.0,0.0,0,Clear,Sky is Clear,6/20/2016 8:00,5886,very high
34457,None,291.41,0.0,0.0,90,Fog,fog,6/12/2017 3:00,320,very low
11624,None,261.75,0.0,0.0,64,Snow,light snow,1/20/2014 14:00,4515,high
27385,None,290.368,0.0,0.0,92,Rain,moderate rain,10/17/2016 0:00,514,very low
33293,None,276.29,0.0,0.0,90,Rain,light rain,5/2/2017 3:00,333,very low
5144,None,272.66,0.0,0.0,90,Snow,heavy snow,4/15/2013 10:00,4386,high
9406,None,298.15,0.0,0.0,40,Clouds,scattered clouds,10/10/2013 16:00,6661,very high
24446,None,301.28,0.0,0.0,20,Clouds,few clouds,6/25/2016 10:00,3970,medium
43317,None,271.0,0.0,0.0,90,Mist,mist,4/15/2018 13:00,2205,low
41148,None,253.65,0.0,0.0,5,Clear,sky is clear,2/1/2018 9:00,5000,high
16709,None,295.2,0.0,0.0,1,Clear,sky is clear,7/20/2015 0:00,695,very low
27305,None,277.268,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 10:00,4182,medium
12766,None,265.52,0.0,0.0,20,Clouds,few clouds,3/8/2014 9:00,4139,medium
45257,None,300.15,0.0,0.0,1,Clear,sky is clear,6/23/2018 16:00,4372,high
18451,None,287.06,0.0,0.0,1,Clear,sky is clear,9/21/2015 3:00,336,very low
18484,None,295.85,0.0,0.0,90,Clouds,overcast clouds,9/22/2015 16:00,6790,very high
23224,None,283.65,0.0,0.0,90,Clouds,overcast clouds,5/10/2016 23:00,1022,very low
39911,None,276.0,0.0,0.0,40,Clouds,scattered clouds,12/19/2017 3:00,359,very low
36968,None,281.88,0.0,0.0,75,Clouds,broken clouds,9/7/2017 7:00,6685,very high
33896,None,283.15,0.0,0.0,90,Rain,heavy intensity rain,5/21/2017 13:00,4461,high
44242,None,290.21,0.0,0.0,40,Clouds,scattered clouds,5/20/2018 13:00,3956,medium
40787,None,278.29,0.0,0.0,75,Clouds,broken clouds,1/19/2018 15:00,5810,high
19212,None,274.48,0.0,0.0,90,Mist,mist,10/28/2015 23:00,935,very low
40919,None,261.88,0.0,0.0,1,Haze,haze,1/24/2018 2:00,235,very low
12039,None,252.0,0.0,0.0,1,Clear,sky is clear,2/6/2014 0:00,479,very low
28539,None,273.95,0.0,0.0,90,Mist,mist,11/27/2016 11:00,3215,medium
17411,None,295.31,0.0,0.0,40,Rain,light rain,8/16/2015 4:00,308,very low
23849,None,288.54,0.0,0.0,40,Clouds,scattered clouds,6/1/2016 8:00,6264,very high
33116,None,273.65,0.0,0.0,90,Mist,mist,4/27/2017 6:00,5610,high
41710,None,258.81,0.0,0.0,1,Clear,sky is clear,2/22/2018 0:00,528,very low
17723,None,288.56,0.0,0.0,1,Clear,sky is clear,8/25/2015 21:00,2685,low
28125,None,273.84,0.0,0.0,1,Mist,mist,11/16/2016 5:00,2792,low
37579,None,280.36,0.0,0.0,1,Mist,mist,9/30/2017 2:00,552,very low
31198,None,276.09,0.0,0.0,1,Mist,mist,2/22/2017 4:00,869,very low
33197,None,279.08,0.0,0.0,90,Rain,light rain,4/30/2017 11:00,3947,medium
31044,None,271.341,0.0,0.0,8,Clear,sky is clear,2/15/2017 19:00,3502,medium
31122,None,274.17,0.0,0.0,8,Clear,sky is clear,2/19/2017 1:00,952,very low
37269,None,286.42,0.0,0.0,90,Mist,mist,9/18/2017 17:00,5652,high
25639,None,292.7,18.42,0.0,80,Rain,very heavy rain,8/10/2016 21:00,1904,low
26251,None,285.28,0.0,0.0,1,Mist,mist,9/2/2016 6:00,5021,high
11906,None,256.88,0.0,0.0,0,Clear,sky is clear,1/31/2014 11:00,4852,high
11326,None,256.01,0.0,0.0,64,Clouds,broken clouds,1/9/2014 5:00,2622,low
29588,None,272.36,0.0,0.0,90,Snow,light snow,12/29/2016 10:00,4198,medium
4079,None,268.61,0.0,0.0,90,Snow,heavy snow,3/5/2013 8:00,3380,medium
41304,None,259.28,0.0,0.0,90,Snow,light snow,2/6/2018 23:00,1120,very low
37263,None,286.15,0.0,0.0,90,Mist,mist,9/18/2017 14:00,4778,high
11941,None,257.04,0.0,0.0,0,Clear,sky is clear,2/1/2014 22:00,2830,low
47431,None,293.62,2.26,0.0,90,Drizzle,light intensity drizzle,9/4/2018 22:00,1351,very low
29137,None,255.28,0.0,0.0,1,Clear,sky is clear,12/14/2016 20:00,2664,low
31314,None,268.81,0.0,0.0,75,Clouds,broken clouds,2/26/2017 8:00,2591,low
15168,None,295.4,8.4,0.0,90,Drizzle,light intensity drizzle,6/28/2014 17:00,3628,medium
10250,None,271.72,0.0,0.0,64,Clouds,broken clouds,11/30/2013 23:00,3345,medium
33076,None,275.22,0.0,0.0,90,Mist,mist,4/26/2017 10:00,4454,high
30224,None,272.79,0.0,0.0,5,Haze,haze,1/19/2017 8:00,5355,high
47898,None,287.99,1.66,0.0,90,Rain,moderate rain,9/20/2018 8:00,5331,high
7253,None,300.29,0.0,0.0,44,Haze,haze,6/27/2013 11:00,5139,high
35210,None,296.09,0.0,0.0,75,Thunderstorm,thunderstorm with rain,7/9/2017 22:00,1722,low
21362,None,269.94,0.0,0.0,1,Clear,sky is clear,2/17/2016 23:00,1069,very low
20933,None,273.08,0.0,0.0,1,Mist,mist,1/31/2016 5:00,516,very low
28686,None,275.52,0.0,0.0,90,Drizzle,drizzle,11/30/2016 10:00,4133,medium
